Keyword,Current Position,Monthly Impressions,Monthly Clicks,Current CTR,CTR Potential,Traffic Potential,Opportunity Score,Opportunity Type,Priority,Keyword Difficulty,Average CPC,Search Intent
ai website for teachers,93.8,18,0,0.00%,2.00%,0,32.3,Long-term Target,Low,46,3.81,Informational
curriculum for 1 year olds,95.1,21,0,0.00%,2.00%,0,32.3,Long-term Target,Low,16,1.06,Informational
best spanish flashcards for adults,89.1,10,0,0.00%,2.00%,0,32.3,Long-term Target,Low,40,1.84,Commercial
how to tutor students online,89.9,11,0,0.00%,2.00%,0,32.2,Long-term Target,Low,8,1.97,Informational
kindergarten math enrichment worksheets,89.9,11,0,0.00%,2.00%,0,32.2,Long-term Target,Low,30,0.91,Informational
camp for kids with adhd,97.8,29,0,0.00%,2.00%,0,32.2,Long-term Target,Low,12,1.59,Informational
dyslexia homeschool curriculum,92.5,15,0,0.00%,2.00%,0,32.2,Long-term Target,Low,21,0.68,Informational
manipulatives for kids,89.2,10,0,0.00%,2.00%,0,32.2,Long-term Target,Low,22,1.65,Informational
gifted homeschool curriculum,94.0,18,0,0.00%,2.00%,0,32.2,Long-term Target,Low,14,0.78,Informational
best way to learn to program,95.6,22,0,0.00%,2.00%,0,32.2,Long-term Target,Low,48,3.68,Commercial
free ai for students,90.0,11,0,0.00%,2.00%,0,32.2,Long-term Target,Low,59,3.53,Informational
homeschool enrichment center,94.5,19,0,0.00%,2.00%,0,32.2,Long-term Target,Low,22,0.72,Informational
fun camp activities,92.0,14,0,0.00%,2.00%,0,32.2,Long-term Target,Low,37,1.47,Informational
customized teacher desk for classroom,90.8,12,0,0.00%,2.00%,0,32.2,Long-term Target,Low,24,0.71,Informational
best math curriculum for elementary schools,98.5,31,0,0.00%,2.00%,0,32.2,Long-term Target,Low,45,1.7,Commercial
how to learn spanish as a kid,96.4,24,0,0.00%,2.00%,0,32.2,Long-term Target,Low,20,1.89,Informational
best schools for game development,89.3,10,0,0.00%,2.00%,0,32.2,Long-term Target,Low,31,2.08,Commercial
computer building classes for kids,89.3,10,0,0.00%,2.00%,0,32.2,Long-term Target,Low,16,0.7,Informational
critical thinking kids,98.8,32,0,0.00%,2.00%,0,32.2,Long-term Target,Low,17,1.09,Informational
advanced homeschool curriculum,90.1,11,0,0.00%,2.00%,0,32.2,Long-term Target,Low,15,0.63,Informational
all fractions are,90.1,11,0,0.00%,2.00%,0,32.2,Long-term Target,Low,31,1.07,Informational
esl customer service,90.1,11,0,0.00%,2.00%,0,32.2,Long-term Target,Low,27,1.47,Informational
annually in math,91.5,13,0,0.00%,2.00%,0,32.2,Long-term Target,Low,50,1.06,Informational
best international summer camps,93.6,17,0,0.00%,2.00%,0,32.2,Long-term Target,Low,44,1.69,Commercial
is there a 7 in kids,93.6,17,0,0.00%,2.00%,0,32.2,Long-term Target,Low,20,1.19,Informational
how to do online tutoring,95.0,20,0,0.00%,2.00%,0,32.2,Long-term Target,Low,7,4.64,Informational
math studying websites,95.0,20,0,0.00%,2.00%,0,32.1,Long-term Target,Low,30,1.28,Informational
best homeschool ipad apps,90.2,11,0,0.00%,2.00%,0,32.1,Long-term Target,Low,40,3.16,Commercial
i tutor online,90.2,11,0,0.00%,2.00%,0,32.1,Long-term Target,Low,47,4.15,Informational
free online homeschool,99.9,36,0,0.00%,2.00%,0,32.1,Long-term Target,Low,36,1.95,Informational
adhd game apps,90.3,11,0,0.00%,2.00%,0,32.1,Long-term Target,Low,30,1.22,Informational
make your own flashcards free,98.2,29,0,0.00%,2.00%,0,32.1,Long-term Target,Low,46,0.88,Informational
educational cards,99.3,33,0,0.00%,2.00%,0,32.1,Long-term Target,Low,40,4.03,Informational
fun ways to learn multiplication facts,90.4,11,0,0.00%,2.00%,0,32.1,Long-term Target,Low,15,2.8,Informational
dyscalculia test for adults,95.7,21,0,0.00%,2.00%,0,32.0,Long-term Target,Low,21,0.63,Informational
how to run a strategy workshop,95.7,21,0,0.00%,2.00%,0,32.0,Long-term Target,Low,5,0.7,Informational
how do you study math,91.8,13,0,0.00%,2.00%,0,32.0,Long-term Target,Low,25,1.25,Informational
cheap classroom tables,95.3,20,0,0.00%,2.00%,0,32.0,Long-term Target,Low,30,1.33,Informational
french tutor online free,98.1,28,0,0.00%,2.00%,0,32.0,Long-term Target,Low,57,4.39,Informational
french tuition online,98.6,30,0,0.00%,2.00%,0,32.0,Long-term Target,Low,10,1.15,Informational
inline tutoring,96.5,23,0,0.00%,2.00%,0,32.0,Long-term Target,Low,49,3.9,Informational
idealised,93.0,15,0,0.00%,2.00%,0,32.0,Long-term Target,Low,38,1.62,Informational
homeschool with dyslexia,93.6,16,0,0.00%,2.00%,0,32.0,Long-term Target,Low,10,1.8,Informational
7th grade math lessons,98.2,28,0,0.00%,2.00%,0,32.0,Long-term Target,Low,25,1.84,Informational
kid school games,39.8,10,2,20.00%,0.00%,0,32.0,Content Optimization,Low,21,1.9,Informational
computer coding worksheets,89.8,10,0,0.00%,2.00%,0,32.0,Long-term Target,Low,24,0.64,Informational
homeschooling iowa,89.8,10,0,0.00%,2.00%,0,32.0,Long-term Target,Low,29,1.19,Informational
math support,95.5,20,0,0.00%,2.00%,0,32.0,Long-term Target,Low,40,1.83,Informational
artificial intelligence math,95.9,21,0,0.00%,2.00%,0,32.0,Long-term Target,Low,23,0.88,Informational
best app for sports team communication,95.9,21,0,0.00%,2.00%,0,32.0,Long-term Target,Low,27,1.53,Commercial
interactive fractions,96.3,22,0,0.00%,2.00%,0,32.0,Long-term Target,Low,18,1.08,Informational
free spanish flashcards,95.9,21,0,0.00%,2.00%,0,32.0,Long-term Target,Low,36,1.11,Informational
alternative schooling for adhd,93.2,15,0,0.00%,2.00%,0,31.9,Long-term Target,Low,30,1.09,Commercial
games for 7 year olds,89.9,10,0,0.00%,2.00%,0,31.9,Long-term Target,Low,24,1.56,Informational
how to gamify your life,98.3,28,0,0.00%,2.00%,0,31.9,Long-term Target,Low,5,1.69,Informational
math teaching tools online,94.2,17,0,0.00%,2.00%,0,31.9,Long-term Target,Low,30,0.63,Informational
best online language tutors,96.0,21,0,0.00%,2.00%,0,31.9,Long-term Target,Low,46,3.45,Commercial
hiring tutors,91.5,12,0,0.00%,2.00%,0,31.9,Long-term Target,Low,40,4.4,Informational
classroom ai,90.8,11,0,0.00%,2.00%,0,31.9,Long-term Target,Low,54,3.24,Informational
deep learning maths,90.8,11,0,0.00%,2.00%,0,31.9,Long-term Target,Low,42,3.8,Informational
first school in the world,90.8,11,0,0.00%,2.00%,0,31.9,Long-term Target,Low,28,1.83,Informational
mastering con ia,90.8,11,0,0.00%,2.00%,0,31.9,Long-term Target,Low,27,1.21,Informational
maths enrichment activities,99.0,30,0,0.00%,2.00%,0,31.9,Long-term Target,Low,21,1.05,Informational
can you homeschool other person child,95.3,19,0,0.00%,2.00%,0,31.9,Long-term Target,Low,15,1.13,Informational
how to test for synesthesia,94.4,17,0,0.00%,2.00%,0,31.9,Long-term Target,Low,5,0.64,Informational
best online math tutoring services,92.9,14,0,0.00%,2.00%,0,31.9,Long-term Target,Low,40,4.15,Commercial
learning apps for 5th graders,98.8,29,0,0.00%,2.00%,0,31.9,Long-term Target,Low,34,2.61,Informational
best math enrichment programs,90.9,11,0,0.00%,2.00%,0,31.8,Long-term Target,Low,44,1.51,Commercial
how to gamify studying,90.9,11,0,0.00%,2.00%,0,31.8,Long-term Target,Low,5,1.13,Informational
homeschool room,97.3,24,0,0.00%,2.00%,0,31.8,Long-term Target,Low,38,1.76,Informational
math manipulatives,99.7,32,0,0.00%,2.00%,0,31.8,Long-term Target,Low,37,1.74,Informational
math learning online,90.2,10,0,0.00%,2.00%,0,31.8,Long-term Target,Low,41,2.88,Informational
math and language,98.3,27,0,0.00%,2.00%,0,31.8,Long-term Target,Low,33,1.94,Informational
adult education tutors,98.9,29,0,0.00%,2.00%,0,31.8,Long-term Target,Low,36,4.67,Informational
learning apps for 1st graders,97.0,23,0,0.00%,2.00%,0,31.8,Long-term Target,Low,21,2.66,Informational
ai in mathematics education,91.8,12,0,0.00%,2.00%,0,31.8,Long-term Target,Low,60,4.75,Informational
dot to dot worksheets for kindergarten,91.8,12,0,0.00%,2.00%,0,31.8,Long-term Target,Low,5,0.81,Informational
innovative teaching apps,91.8,12,0,0.00%,2.00%,0,31.8,Long-term Target,Low,27,1.18,Informational
free math class online,90.3,10,0,0.00%,2.00%,0,31.8,Long-term Target,Low,55,1.38,Informational
become online tutor,94.2,16,0,0.00%,2.00%,0,31.8,Long-term Target,Low,33,3.8,Informational
kids learning online,94.2,16,0,0.00%,2.00%,0,31.8,Long-term Target,Low,46,2.83,Informational
how to teach a 6 year old to read,90.4,10,0,0.00%,2.00%,0,31.7,Long-term Target,Low,5,0.75,Informational
math flash card games,90.4,10,0,0.00%,2.00%,0,31.7,Long-term Target,Low,24,1.42,Informational
7th grade english tutor,93.1,14,0,0.00%,2.00%,0,31.7,Long-term Target,Low,21,4.48,Informational
desktop synth,91.2,11,0,0.00%,2.00%,0,31.7,Long-term Target,Low,56,3.06,Commercial
4 yr old learning games,91.9,12,0,0.00%,2.00%,0,31.7,Long-term Target,Low,31,2.79,Informational
kindle fire kids edition,97.2,23,0,0.00%,2.00%,0,31.7,Long-term Target,Low,26,1.25,Informational
maths questions for 8 year olds,95.2,18,0,0.00%,2.00%,0,31.7,Long-term Target,Low,17,1.16,Informational
customer voice free trial,91.3,11,0,0.00%,2.00%,0,31.7,Long-term Target,Low,43,1.46,Informational
kindergarten math games ipad,90.5,10,0,0.00%,2.00%,0,31.7,Long-term Target,Low,40,1.03,Informational
kindergarten coding,97.0,22,0,0.00%,2.00%,0,31.7,Long-term Target,Low,37,1.85,Informational
math is a language,93.3,14,0,0.00%,2.00%,0,31.7,Long-term Target,Low,45,1.86,Informational
best learning apps for 4th graders,94.4,16,0,0.00%,2.00%,0,31.7,Long-term Target,Low,55,3.72,Commercial
maths flash cards,94.4,16,0,0.00%,2.00%,0,31.7,Long-term Target,Low,31,1.6,Informational
fractions game,95.8,19,0,0.00%,2.00%,0,31.7,Long-term Target,Low,26,1.78,Informational
learning apps for kids,98.3,26,0,0.00%,2.00%,0,31.7,Long-term Target,Low,25,4.04,Informational
best math manipulatives for elementary,97.3,23,0,0.00%,2.00%,0,31.7,Long-term Target,Low,38,1.34,Commercial
elementary.io,92.1,12,0,0.00%,2.00%,0,31.7,Long-term Target,Low,31,1.41,Informational
math apps for kindergartners,93.4,14,0,0.00%,2.00%,0,31.7,Long-term Target,Low,21,1.11,Informational
calculus 1 tutor,96.7,21,0,0.00%,2.00%,0,31.6,Long-term Target,Low,45,4.7,Informational
first grade math lessons,94.5,16,0,0.00%,2.00%,0,31.6,Long-term Target,Low,21,1.07,Informational
how to become a maths teacher,92.2,12,0,0.00%,2.00%,0,31.6,Long-term Target,Low,20,0.72,Informational
advanced ai language tutor,93.4,14,0,0.00%,2.00%,0,31.6,Long-term Target,Low,47,5.52,Informational
a level french tutor,92.8,13,0,0.00%,2.00%,0,31.6,Long-term Target,Low,50,3.7,Informational
fun retrospective ideas,97.1,22,0,0.00%,2.00%,0,31.6,Long-term Target,Low,15,1.12,Informational
dyscalculia accommodations,95.1,17,0,0.00%,2.00%,0,31.6,Long-term Target,Low,30,0.82,Informational
best app for kindergarten math,95.6,18,0,0.00%,2.00%,0,31.6,Long-term Target,Low,50,2.02,Commercial
math tutor uk,94.6,16,0,0.00%,2.00%,0,31.6,Long-term Target,Low,45,3.53,Informational
kids online learning,90.8,10,0,0.00%,2.00%,0,31.6,Long-term Target,Low,47,2.76,Informational
does dyslexia run in families,93.6,14,0,0.00%,2.00%,0,31.6,Long-term Target,Low,18,0.82,Informational
curriculum for 1 year old,91.6,11,0,0.00%,2.00%,0,31.6,Long-term Target,Low,30,1.93,Informational
math ai tools,57.3,75,2,2.67%,0.00%,0,31.5,Long-term Target,Low,55,3.47,Informational
best learning apps for 5th graders,96.6,20,0,0.00%,2.00%,0,31.5,Long-term Target,Low,36,2.96,Commercial
best spanish tutor online,96.6,20,0,0.00%,2.00%,0,31.5,Long-term Target,Low,43,8.31,Commercial
ai for school teachers,97.4,22,0,0.00%,2.00%,0,31.5,Long-term Target,Low,45,2.56,Informational
ai for teachers free,95.8,18,0,0.00%,2.00%,0,31.5,Long-term Target,Low,43,3.72,Informational
learn to type games for kids,98.1,24,0,0.00%,2.00%,0,31.5,Long-term Target,Low,34,1.76,Informational
best homeschooling apps uk,96.7,20,0,0.00%,2.00%,0,31.5,Long-term Target,Low,43,1.96,Commercial
kids coding classes near me,97.5,22,0,0.00%,2.00%,0,31.5,Long-term Target,Low,27,0.64,Informational
kids maths online,91.8,11,0,0.00%,2.00%,0,31.5,Long-term Target,Low,42,1.32,Informational
math and reading summer camp,91.8,11,0,0.00%,2.00%,0,31.5,Long-term Target,Low,31,1.03,Informational
best jobs for homeschool moms,96.3,19,0,0.00%,2.00%,0,31.5,Long-term Target,Low,36,1.41,Commercial
division manipulatives,92.6,12,0,0.00%,2.00%,0,31.5,Long-term Target,Low,13,1.47,Informational
chinese games for kids,91.1,10,0,0.00%,2.00%,0,31.5,Long-term Target,Low,30,1.55,Informational
how to gamify reading,94.9,16,0,0.00%,2.00%,0,31.5,Long-term Target,Low,5,1.58,Informational
child education,98.2,24,0,0.00%,2.00%,0,31.5,Long-term Target,Low,33,4.08,Informational
2 year old homeschool curriculum,91.9,11,0,0.00%,2.00%,0,31.4,Long-term Target,Low,15,0.71,Informational
math problem-solving,91.9,11,0,0.00%,2.00%,0,31.4,Long-term Target,Low,31,1.18,Informational
mathematics and ai,93.9,14,0,0.00%,2.00%,0,31.4,Long-term Target,Low,70,3.79,Informational
math tools for students,96.0,18,0,0.00%,2.00%,0,31.4,Long-term Target,Low,32,1.75,Informational
best learning apps for 5 year olds,94.5,15,0,0.00%,2.00%,0,31.4,Long-term Target,Low,46,3.56,Commercial
game making for children,95.1,16,0,0.00%,2.00%,0,31.4,Long-term Target,Low,24,1.8,Informational
algebra manipulatives,97.3,21,0,0.00%,2.00%,0,31.4,Long-term Target,Low,17,1.85,Informational
education with ai,91.3,10,0,0.00%,2.00%,0,31.4,Long-term Target,Low,59,8.18,Informational
free tutoring online,94.1,14,0,0.00%,2.00%,0,31.4,Long-term Target,Low,58,3.41,Informational
baby sensory classes,92.8,12,0,0.00%,2.00%,0,31.4,Long-term Target,Low,30,1.74,Informational
ai study tool,96.6,19,0,0.00%,2.00%,0,31.4,Long-term Target,Low,51,2.99,Informational
kids coding summer camp,95.7,17,0,0.00%,2.00%,0,31.3,Long-term Target,Low,24,1.61,Informational
critical thinking activities for adults,96.6,19,0,0.00%,2.00%,0,31.3,Long-term Target,Low,12,1.05,Informational
educational card games for kids,96.2,18,0,0.00%,2.00%,0,31.3,Long-term Target,Low,35,2.31,Informational
atypical children,95.8,17,0,0.00%,2.00%,0,31.3,Long-term Target,Low,20,1.36,Informational
esl actions flashcards,95.8,17,0,0.00%,2.00%,0,31.3,Long-term Target,Low,21,1.59,Informational
kids agility training,94.2,14,0,0.00%,2.00%,0,31.3,Long-term Target,Low,37,2.79,Informational
math lessons live,93.6,13,0,0.00%,2.00%,0,31.3,Long-term Target,Low,38,1.62,Informational
collaborative personality,96.3,18,0,0.00%,2.00%,0,31.3,Long-term Target,Low,14,1.07,Informational
3 year old homeschool curriculum,94.8,15,0,0.00%,2.00%,0,31.3,Long-term Target,Low,13,1.07,Informational
mastering mathematics,93.0,12,0,0.00%,2.00%,0,31.3,Long-term Target,Low,22,1.52,Informational
math tutors in austin,94.3,14,0,0.00%,2.00%,0,31.3,Long-term Target,Low,38,2.63,Informational
critical thinking worksheets,94.9,15,0,0.00%,2.00%,0,31.3,Long-term Target,Low,21,1.08,Informational
elon musk son's name,91.6,10,0,0.00%,2.00%,0,31.3,Long-term Target,Low,30,1.3,Informational
further mathematics tutors,91.6,10,0,0.00%,2.00%,0,31.3,Long-term Target,Low,23,2.36,Informational
maths teaching,91.6,10,0,0.00%,2.00%,0,31.3,Long-term Target,Low,50,1.19,Informational
homeschool reading curriculum for struggling readers,95.4,16,0,0.00%,2.00%,0,31.3,Long-term Target,Low,25,0.84,Informational
educational game development,94.4,14,0,0.00%,2.00%,0,31.3,Long-term Target,Low,29,2.5,Informational
boot camp youth,93.2,12,0,0.00%,2.00%,0,31.2,Long-term Target,Low,26,1.37,Informational
human body homeschool curriculum,95.0,15,0,0.00%,2.00%,0,31.2,Long-term Target,Low,9,1.09,Informational
dyslexia with math,95.1,15,0,0.00%,2.00%,0,31.2,Long-term Target,Low,39,1.33,Informational
free math websites,97.8,21,0,0.00%,2.00%,0,31.2,Long-term Target,Low,56,1.24,Informational
math tutor algebra 1,91.8,10,0,0.00%,2.00%,0,31.2,Long-term Target,Low,38,2.98,Informational
math gaps,97.5,20,0,0.00%,2.00%,0,31.2,Long-term Target,Low,52,1.76,Informational
class responsibility collaborator,96.6,18,0,0.00%,2.00%,0,31.2,Long-term Target,Low,6,0.98,Informational
french online tutor,95.1,15,0,0.00%,2.00%,0,31.2,Long-term Target,Low,31,2.76,Informational
best ways to learn spanish for free,94.0,13,0,0.00%,2.00%,0,31.2,Long-term Target,Low,35,5.18,Commercial
camp activity ideas,97.2,19,0,0.00%,2.00%,0,31.1,Long-term Target,Low,35,1.34,Informational
best apps for adhd students,99.1,24,0,0.00%,2.00%,0,31.1,Long-term Target,Low,45,1.76,Commercial
kids learning tools,92.0,10,0,0.00%,2.00%,0,31.1,Long-term Target,Low,49,3.96,Informational
homeschooling a child with adhd,99.8,26,0,0.00%,2.00%,0,31.1,Long-term Target,Low,12,1.1,Informational
europe vacation with kids,92.8,11,0,0.00%,2.00%,0,31.1,Long-term Target,Low,29,1.37,Informational
how to start tutoring online,95.4,15,0,0.00%,2.00%,0,31.1,Long-term Target,Low,16,1.89,Informational
fractions help,93.6,12,0,0.00%,2.00%,0,31.1,Long-term Target,Low,21,1.55,Informational
homeschool fractions,92.1,10,0,0.00%,2.00%,0,31.1,Long-term Target,Low,31,1.65,Informational
live online math classes for homeschoolers,96.9,18,0,0.00%,2.00%,0,31.1,Long-term Target,Low,35,0.87,Informational
affiliate programs that pay weekly,94.9,14,0,0.00%,2.00%,0,31.1,Long-term Target,Low,25,1.01,Informational
homeschool times by age,98.2,21,0,0.00%,2.00%,0,31.0,Long-term Target,Low,24,1.53,Informational
bjts,96.9,18,0,0.00%,2.00%,0,31.0,Long-term Target,Low,48,1.62,Informational
math software for students,96.0,16,0,0.00%,2.00%,0,31.0,Long-term Target,Low,40,0.66,Informational
adhd 2.0,93.7,12,0,0.00%,2.00%,0,31.0,Long-term Target,Low,35,1.27,Informational
math 180 student log in,93.7,12,0,0.00%,2.00%,0,31.0,Long-term Target,Low,36,1.08,Informational
austin coding academy,94.9,14,0,0.00%,2.00%,0,31.0,Long-term Target,Low,17,1.64,Informational
gamified language learning apps,98.3,21,0,0.00%,2.00%,0,31.0,Long-term Target,Low,24,2.12,Informational
best ai app for learning spanish,96.6,17,0,0.00%,2.00%,0,31.0,Long-term Target,Low,45,6.52,Commercial
how long should a tutoring session last,95.6,15,0,0.00%,2.00%,0,31.0,Long-term Target,Low,21,2.39,Informational
academy of math login,93.8,12,0,0.00%,2.00%,0,31.0,Long-term Target,Low,37,1.63,Informational
free thinker,93.8,12,0,0.00%,2.00%,0,31.0,Long-term Target,Low,52,1.23,Informational
homeschool curriculum 5 year old,93.8,12,0,0.00%,2.00%,0,31.0,Long-term Target,Low,5,0.66,Informational
german tutoring near me,94.5,13,0,0.00%,2.00%,0,30.9,Long-term Target,Low,21,4.7,Informational
free gamification tools for education,96.8,17,0,0.00%,2.00%,0,30.9,Long-term Target,Low,54,2.72,Informational
kindergarten software,98.1,20,0,0.00%,2.00%,0,30.9,Long-term Target,Low,16,1.64,Informational
[maths tutor a level],97.3,18,0,0.00%,2.00%,0,30.9,Long-term Target,Low,23,4.86,Informational
fun maths games for 7 year olds,92.5,10,0,0.00%,2.00%,0,30.9,Long-term Target,Low,25,0.97,Informational
games of strategy,92.5,10,0,0.00%,2.00%,0,30.9,Long-term Target,Low,34,1.26,Informational
easy constellations to see,96.8,17,0,0.00%,2.00%,0,30.9,Long-term Target,Low,10,0.89,Informational
apps like turo,98.6,21,0,0.00%,2.00%,0,30.9,Long-term Target,Low,33,1.57,Informational
coding for autistic kids,94.7,13,0,0.00%,2.00%,0,30.9,Long-term Target,Low,22,1.55,Informational
french lessons for children,94.7,13,0,0.00%,2.00%,0,30.9,Long-term Target,Low,23,1.04,Informational
best phones for 8 year olds,93.4,11,0,0.00%,2.00%,0,30.9,Long-term Target,Low,45,1.66,Commercial
communication games and activities,93.4,11,0,0.00%,2.00%,0,30.9,Long-term Target,Low,23,0.63,Informational
lessons from joshua,93.4,11,0,0.00%,2.00%,0,30.9,Long-term Target,Low,26,1.77,Informational
dyslexia for math,97.4,18,0,0.00%,2.00%,0,30.9,Long-term Target,Low,37,1.58,Informational
homeschooling in illinois for free,98.2,20,0,0.00%,2.00%,0,30.9,Long-term Target,Low,29,0.64,Informational
best math practice websites,96.4,16,0,0.00%,2.00%,0,30.9,Long-term Target,Low,60,1.4,Commercial
maths academy,95.4,14,0,0.00%,2.00%,0,30.9,Long-term Target,Low,43,1.48,Informational
communicating with stroke patients who cannot speak,93.5,11,0,0.00%,2.00%,0,30.8,Long-term Target,Low,10,1.09,Informational
