#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
6905,ecole olds elementary school,us,,,,,,,,,,,2020-11-15,
6906,making educational games,us,,,1.50,,,,,10,,,2016-11-20,"Informational,Non-branded,Non-local"
6907,how to lock tesla with card,us,0,,,,how to lock tesla manually,2025-05-10 13:34:54,"AI overview,Thumbnail,Featured snippet,People also ask,Sitelinks",10,10,10,2020-07-14,"Informational,Branded,Non-local"
6908,first tutors languages,us,,,,,,,,10,,,2020-01-25,"Informational,Navigational,Branded,Non-local"
6909,how to switch fire tablet to kids,us,,,,,,,,10,,,2024-06-23,
6910,best maths app for adults,us,,,,,,,,20,,,2021-03-23,
6911,easy tutor app,us,,,1.70,,,,,,,,2022-12-16,
6912,children learning tablet,us,12,,,,kids learning tablet,2025-05-28 00:56:50,"Shopping,Thumbnail,People also ask,Sitelinks,Top stories,Video preview,Discussions",30,100,100,2018-09-19,"Informational,Commercial,Transactional,Non-branded,Non-local"
6913,math tutor near,us,,,,,,,,10,,,2020-12-19,
6914,long valley in home tutoring services,us,,,,,,,,,,,2023-03-14,
6915,how to make money as a tutor online,us,,,,,,,,10,,,2019-03-15,
6916,games for afterschool programs,us,,,0.50,,,,,10,,,2017-01-11,"Informational,Non-branded,Non-local"
6917,educational video games for preschoolers,us,,,,,,,,,,,2018-02-28,"Informational,Non-branded,Non-local"
6918,level math help,us,,,,,,,,30,,,2023-10-17,
6919,home tuition for class 1,us,,,,,,,,40,,,2021-04-15,
6920,mathe tutor,us,,,,,,,,150,,,2020-01-10,
6921,how to start online teaching from home,us,,,,,,,,10,,,2020-07-15,
6922,educational video games for 6 year olds,us,,,,,,,,,,,2017-01-29,
6923,elon musk children education,us,,,,,,,,10,,,2017-04-08,
6924,games with educational value,us,,,,,,,,,,,2020-01-16,
6925,ideas for game development,us,,,,,,,,40,,,2018-04-30,
6926,fire tablet kid account,us,,,,,,,,,,,2019-10-17,
6927,first tutoring,us,,,,,,,,20,,,2017-02-28,
6928,maths lessons for kids,us,,,,,,,,30,,,2020-02-07,"Informational,Non-branded,Non-local"
6929,fractions for 10 year olds,us,,,,,,,,20,,,2018-08-27,"Informational,Non-branded,Non-local"
6930,learn how to do fractions,us,,,0.60,,,,,10,,,2015-11-18,"Informational,Non-branded,Non-local"
6931,great neck ny math tutoring,us,,,,,,,,10,,,2020-01-11,
6932,app mathematics,us,94,,,,math,2025-05-19 16:47:15,"People also ask,Sitelinks,Top stories,Thumbnail,Video preview",20,6000,9100,2020-02-04,"Informational,Non-branded,Non-local"
6933,https //www.kidstuttoo.com/,us,,,,,,,,10,,,2024-06-14,
6934,cost of math tutoring,us,,,,,,,,10,,,2016-04-09,"Informational,Non-branded,Non-local"
6935,children's tuition near me,us,,,,,,,,20,,,2022-01-10,
6936,how to become maths tutor,us,5,,,,how to become a math tutor,2023-06-21 15:12:48,"Featured snippet,Thumbnail,People also ask,Sitelinks",20,500,,2018-02-12,"Informational,Non-branded,Non-local"
6937,confidence building habits,us,,,,,,,,,,,2022-01-26,
6938,elon musk ai education,us,,,,,,,,,,,2025-04-01,
6939,colegio tesla,us,,,,,,,,80,,,2020-03-20,
6940,maths for life,us,,,,,,,,1000,,,2020-03-04,"Informational,Non-branded,Non-local"
6941,kids online summer camp,us,,,,,,,,,,,2020-04-25,"Informational,Non-branded,Non-local"
6942,maths games reception,us,,,,,,,,20,,,2020-06-28,"Informational,Non-branded,Non-local"
6943,sytheisis,us,,,,,,,,,,,2016-03-22,
6944,maths aid times table,us,,,,,,,,,,,2024-01-16,
6945,long valley private tutoring,us,,,,,,,,,,,2023-03-14,
6946,early childhood education tutoring,us,,,,,,,,,,,2020-01-12,
6947,math tutor for grade,us,,,,,,,,10,,,2025-04-13,
6948,free maths tutor online,us,,,1.70,,,,,30,,,2020-03-18,"Informational,Non-branded,Non-local"
6949,home tuition price,us,,,,,,,,20,,,2020-01-15,
6950,mathematical computing tutoring,us,,,,,,,,,,,2020-01-16,
6951,live online math tutor free,us,,,,,,,,10,,,2015-09-14,"Informational,Non-branded,Non-local"
6952,elon musk spacex school,us,,,,,,,,,,,2020-06-06,
6953,best online math tutoring for kids,us,,,,,,,,,,,2020-10-08,
6954,best kids video game,us,,,,,,,,10,,,2016-01-19,"Informational,Non-branded,Non-local"
6955,advertising tutors,us,,,,,,,,,,,2020-01-14,
6956,son math,us,,,,,,,,10,,,2017-03-14,
6957,jeux flash trial,us,,,,,,,,10,,,2020-01-21,"Informational,Non-branded,Non-local"
6958,games for 5 year olds on ipad,us,,,,,,,,,,,2017-08-25,
6959,math analysis tutors,us,,,,,,,,,,,2017-04-30,
6960,child development tutor,us,,,,,,,,10,,,2020-03-31,
6961,cam tutoring,us,,,,,,,,,,,2016-01-14,
6962,educational video games for students,us,,,,,,,,,,,2024-10-02,
6963,ai tutor platform,us,,,,,,,,10,,,2024-07-03,
6964,11 tuition near me,us,,,,,,,,40,,,2022-08-23,
6965,maths online teaching jobs,us,,,,,,,,200,,,2020-02-26,
6966,english tuition children,us,,,,,,,,10,,,2023-09-18,
6967,synthhesis,us,,,,,,,,,,,2018-05-14,
6968,maths tutor jobs online,us,,,,,,,,200,,,2017-05-17,
6969,es.movinon apk,us,,,,,,,,10,,,2023-01-13,
6970,flashcards ia,us,,,,,,,,800,,,2023-09-18,
6971,maths class for kids near me,us,,,,,,,,30,,,2024-05-10,
6972,maths founder,us,,,,,,,,250,,,2020-01-14,
6973,interactive learning games for children,us,,,,,,,,10,,,2016-06-01,"Informational,Non-branded,Non-local"
6974,high school english and math tutors,us,,,,,,,,,,,2020-01-23,
6975,best tutors reviews,us,,,,,,,,100,,,2020-07-23,
6976,ai tutoring platform,us,,,,,,,,,,,2025-03-29,
6977,anand math,us,,,,,,,,2200,,,2016-01-13,"Informational,Non-branded,Non-local"
6978,mathletics price,us,,,,,,,,30,,,2020-05-10,
6979,born gifted discount code,us,,,,,,,,50,,,2022-07-12,"Commercial,Transactional,Branded,Non-local"
6980,chromebook mexico,us,,,,,,,,60,,,2016-12-01,
6981,elon musk math teacher,us,,,,,,,,,,,2020-01-26,
6982,4th grade math tutors,us,,,,,,,,,,,2016-01-29,
6983,holiday challenge group names,us,,,,,,,,10,,,2015-11-12,"Informational,Non-branded,Non-local"
6984,syntezis,us,,,,,,,,10,,,2018-11-17,
6985,how to teach kids maths,us,,,,,,,,30,,,2020-04-06,"Informational,Non-branded,Non-local"
6986,spacex academy,us,,,,,,,,10,,,2020-05-26,
6987,is tutor com legit,us,,,2.50,,,,,10,,,2020-01-27,"Informational,Branded,Non-local"
6988,kids' educational entertainment,us,,,,,,,,,,,2025-03-23,
6989,grade 10 english tutor,us,,,,,,,,10,,,2025-02-14,
6990,chat gpt tutor,us,10,,2.00,,chatgpt tutor,2025-05-17 21:34:43,"Sitelinks,Top stories,Thumbnail",10,30,30,2023-01-20,"Informational,Branded,Non-local"
6991,systhesis ai,us,,,,,,,,10,,,2023-01-14,
6992,maths learning platform,us,,,,,,,,,,,2023-11-30,
6993,best math apps for kids 5th grade,us,,,,,,,,,,,2024-08-18,
6994,live math tutor online free,us,,,2.50,,,,,10,,,2016-09-16,"Informational,Non-branded,Non-local"
6995,example of educational games,us,,,,,,,,40,,,2020-02-21,
6996,shyntesis,us,,,,,,,,20,,,2020-10-20,
6997,josh technology group coding questions,us,,,,,,,,,,,2022-09-10,
6998,ai powered math tutor,us,,,,,,,,,,,2023-10-25,
6999,best ai math tutor for kids,us,,,,,,,,,,,2025-01-27,
7000,adding it up helping children learn mathematics,us,,,,,,,,10,,,2019-01-22,"Informational,Branded,Non-local"
7001,math and science tuition,us,,,,,,,,40,,,2020-08-26,"Informational,Commercial,Non-branded,Non-local"
7002,custom home builder company pointe-claire,us,,,,,,,,10,,,2025-02-18,
7003,enrichment deutsch,us,,,,,,,,100,,,2016-06-18,
7004,ipad classroom app,us,,,0.80,,,,,10,,,2016-10-05,"Informational,Branded,Non-local"
7005,ai learner tool,us,,,,,,,,,,,2025-04-22,
7006,synthese tutor,us,,,,,,,,,,,2024-01-16,
7007,elon musk website for students,us,,,,,,,,,,,2023-01-06,
7008,elon musk create ai,us,,,,,,,,10,,,2025-02-08,
7009,log in my tutor,us,,,,,,,,30,,,2022-05-10,
7010,computer classes for 6 year olds,us,,,1.60,,,,,10,,,2022-04-28,
7011,a level further maths tutors near me,us,,,,,,,,20,,,2021-03-08,
7012,after-school event ideas,us,,,,,,,,,,,2025-04-27,
7013,maths english tutor,us,,,,,,,,40,,,2020-01-09,
7014,game maker language tutors,us,,,,,,,,,,,2020-01-10,
7015,synthasis ai,us,,,,,,,,,,,2025-01-19,
7016,maths tutor price,us,,,,,,,,20,,,2021-01-16,
7017,english and maths tutor for primary school,us,,,,,,,,50,,,2020-12-08,
7018,group kids activity,us,,,,,,,,,,,2017-05-03,
7019,math.tutor.0,us,33,,,,math.tutor.0,2025-05-21 18:53:38,Sitelinks,,10,10,2023-03-26,"Informational,Branded,Non-local"
7020,app for solving mathematics,us,,,,,,,,30,,,2021-10-13,
7021,video games school appropriate,us,,,,,,,,,,,2023-01-23,
7022,children's educational tablet,us,,,0.00,,,,,10,,,2015-12-05,"Informational,Commercial,Transactional,Non-branded,Non-local"
7023,what are some educational video games,us,,,,,,,,,,,2019-04-11,"Informational,Non-branded,Non-local"
7024,claire s black friday,us,,,,,,,,10,,,2022-11-18,
7025,dhan pricing,us,,,,,,,,300,,,2022-03-06,
7026,amazon homeschool,us,,,0.00,,,,,,,,2015-09-09,"Informational,Commercial,Branded,Non-local"
7027,courses children of summer,us,,,,,,,,30,,,2024-03-23,
7028,build child's self confidence,us,,,,,,,,,,,2020-02-04,
7029,free online math tutor for 4th grade,us,71,,,,4th grade math tutor,2025-05-14 19:31:21,"People also ask,Sitelinks",,30,30,2021-01-16,"Informational,Non-branded,Non-local"
7030,kids & education,us,,,,,,,,,,,2025-04-15,
7031,sythesis school,us,,,,,,,,,,,2021-02-03,
7032,maths in action,us,,,,,,,,90,,,2020-01-12,"Informational,Branded,Non-local"
7033,father of micro teaching,us,,,,,,,,200,,,2020-02-08,
7034,video games that help you learn,us,,,,,,,,,,,2016-07-04,
7035,father of micro teaching in india,us,,,,,,,,20,,,2022-10-21,
7036,computer games for four year olds,us,,,1.10,,,,,,,,2015-10-18,"Informational,Non-branded,Non-local"
7037,education video game,us,,,,,,,,10,,,2015-12-03,"Informational,Non-branded,Non-local"
7038,long valley tutoring services,us,,,,,,,,,,,2023-03-12,
7039,math checker app,us,87,,0.60,,math solver,2025-05-31 22:03:03,"People also ask,Sitelinks",10,163000,209000,2015-09-11,"Informational,Non-branded,Non-local"
7040,ad astra tuition,us,,,,,,,,100,,,2020-01-12,
7041,aaron sitze,us,,,,,,,,,,,2017-05-15,
7042,first tutors contact number,us,,,,,,,,10,,,2020-01-12,
7043,senthisis,us,,,,,,,,,,,2020-04-06,
7044,fail me not tutoring,us,,,,,,,,,,,2017-07-12,
7045,easy way to learn maths tables,us,,,,,,,,20,,,2017-02-09,"Informational,Non-branded,Non-local"
7046,how to build my child self confidence,us,,,,,,,,,,,2020-01-22,
7047,elon application portal,us,22,,,,elon admissions portal,2025-05-15 18:27:07,Sitelinks,,0,0,2017-04-13,"Informational,Navigational,Branded,Non-local"
7048,maths socks,us,,,0.00,,,,,100,,,2020-03-15,"Informational,Commercial,Transactional,Non-branded,Non-local"
7049,children s educational games,us,,,,,,,,10,,,2024-11-24,
7050,maths tutor for 5 year old,us,,,,,,,,20,,,2020-01-09,
7051,synsesis,us,,,,,,,,,,,2020-06-30,
7052,elon mask school,us,,,,,,,,,,,2018-03-11,
7053,free online tutor chat for math,us,22,,0.00,,live math tutor,2023-06-21 17:22:15,"People also ask,Sitelinks",,1600,,2015-12-03,"Informational,Non-branded,Non-local"
7054,math tutor usa,us,,,,,,,,10,,,2020-09-01,"Informational,Commercial,Non-branded,Non-local"
7055,best time to study maths,us,,,,,,,,200,,,2015-09-22,"Informational,Non-branded,Non-local"
7056,arithmetic tutoring,us,,,,,,,,10,,,2016-09-19,"Informational,Non-branded,Non-local"
7057,free online maths tutor,us,,,1.60,,,,,50,,,2020-02-11,"Informational,Non-branded,Non-local"
7058,home tuition available,us,,,,,,,,150,,,2020-05-06,
7059,astro boy t shirt kids,us,,,,,,,,,,,2016-05-12,"Commercial,Transactional,Branded,Non-local"
7060,games of education,us,,,,,,,,10,,,2020-01-10,"Informational,Non-branded,Non-local"
7061,best maths classes for kids,us,,,,,,,,20,,,2024-04-23,
7062,syntheis tutor,us,,,,,,,,,,,2024-12-09,
7063,austin series_7 tutoring,us,,,,,,,,10,,,2020-03-24,
7064,best apps for learning multiplication,us,,,,,,,,10,,,2015-09-06,
7065,how much do tutors earn,us,,,,,,,,30,,,2018-12-09,"Informational,Non-branded,Non-local"
7066,math learning center number line,us,34,,,,number line math,2025-05-16 23:19:16,Sitelinks,,600,1000,2018-09-17,"Informational,Branded,Non-local"
7067,first tutirs,us,,,,,,,,10,,,2020-01-16,
7068,difference between simulation and micro teaching,us,,,,,,,,10,,,2024-04-14,
7069,maths ai tutor,us,,,,,,,,10,,,2024-04-24,
7070,astra organisation reviews,us,,,,,,,,100,,,2022-12-06,
7071,syntensis,us,,,,,,,,,,,2021-04-21,
7072,escola tutor,us,,,,,,,,10,,,2020-11-05,
7073,kids math tutor online,us,,,,,,,,10,,,2025-03-08,
7074,best math program canada,us,,,,,,,,20,,,2023-02-04,
7075,artificial intelligence esl lesson plan,us,,,,,,,,10,,,2018-02-27,
7076,educational puzzle games for middle school,us,,,,,,,,,,,2025-03-15,
7077,maths science tuition near me,us,,,,,,,,100,,,2020-02-08,
7078,maths course for kids,us,,,,,,,,30,,,2020-05-03,
7079,american math monthly,us,,,,,,,,10,,,2015-11-08,"Informational,Branded,Non-local"
7080,math free tutor,us,,,,,,,,10,,,2015-10-26,"Informational,Non-branded,Non-local"
7081,ai algebra tutor,us,,,,,,,,,,,2024-09-03,
7082,5th grade tutor online free,us,39,,,,learntobe,2025-05-28 17:11:58,"Sitelinks,People also ask",,6400,7100,2015-10-19,"Informational,Non-branded,Non-local"
7083,learning games 7 year olds,us,13,,,,educational games 7 year olds,2023-06-18 06:32:11,Image pack,10,60,,2016-12-07,"Informational,Commercial,Non-branded,Non-local"
7084,become an online maths tutor,us,,,,,,,,20,,,2020-02-09,
7085,how to say math class in spanish,us,0,,,,math class in spanish,2025-05-12 07:45:15,"Knowledge card,People also ask,Sitelinks,Discussions",,0,0,2016-12-19,"Informational,Non-branded,Non-local"
7086,school ai tutor,us,,,,,,,,,,,2025-01-14,
7087,mathematics tutor jobs online,us,,,,,,,,30,,,2019-03-08,
7088,elon musk courses,us,,,,,,,,10,,,2020-06-23,
7089,home tutor available,us,,,,,,,,40,,,2016-09-04,
7090,maths tutor for 9 year old,us,,,,,,,,10,,,2020-01-24,
7091,maths tutor on line,us,,,,,,,,10,,,2025-03-10,
7092,android programming tutors,us,,,,,,,,,,,2020-01-12,
7093,high school math enrichment tutors,us,,,,,,,,,,,2020-03-09,
7094,amazon multiplication flash cards,us,,,,,,,,,,,2016-02-19,
7095,math tutoring for adhd students,us,,,,,,,,,,,2023-10-26,
7096,how to tutor a child,us,,,,,,,,70,,,2015-12-27,"Informational,Non-branded,Non-local"
7097,elon.musk school,us,,,,,,,,,,,2020-05-12,
7098,fun maths games for 7 year olds,us,,,,,,,,10,,,2020-03-22,"Informational,Non-branded,Non-local"
7099,best tutoring for my child,us,,,,,,,,,,,2025-05-01,
7100,11th maths tuition,us,,,,,,,,10,,,2024-12-13,
7101,adastra system,us,,,,,,,,30,,,2015-09-15,"Informational,Branded,Non-local"
7102,best educational apps for 11 year olds,us,,,,,,,,10,,,2020-02-25,
7103,mathematical computing tutors,us,,,,,,,,,,,2020-01-10,
7104,best video games for 10-12 year olds,us,,,,,,,,10,,,2017-11-15,
7105,maths and science tutors near me,us,16,,8.00,,math tutor near me,2025-05-11 19:20:23,"Local teaser pack,People also ask",100,3100,3300,2019-08-11,"Informational,Commercial,Non-branded,Local"
7106,delegate pronunciation,us,,,,,,,,,,,2015-11-28,"Informational,Non-branded,Non-local"
7107,summer course for kids,us,,,,,computer classes for kids,,,70,,,2020-02-04,"Informational,Commercial,Transactional,Non-branded,Non-local"
7108,can you see orion in the summer,us,10,,,,orion,2025-05-27 22:19:30,"Featured snippet,People also ask,Sitelinks",10,58000,81000,2015-09-28,"Informational,Non-branded,Non-local"
7109,discount maths,us,,,,,,,,10,,,2021-05-08,
7110,afterschool activities ideas,us,0,,,,after school activities,2025-05-09 15:02:13,"People also ask,Thumbnail,Sitelinks,Top stories,Video preview",,1900,2500,2022-09-28,"Informational,Non-branded,Non-local"
7111,ad astra amazon,us,,,,,,,,,,,2017-07-31,"Informational,Commercial,Transactional,Branded,Non-local"
7112,family synergy,us,0,,,,,,,10,,,2015-12-08,"Informational,Non-branded,Non-local"
7113,math best teacher in india,us,,,,,,,,250,,,2022-12-21,
7114,early childhood education tutor,us,,,,,,,,10,,,2020-01-14,
7115,dyslexia action shop,us,,,,,,,,80,,,2020-02-03,"Informational,Navigational,Commercial,Non-branded,Non-local"
7116,llm for kids,us,,,,,,,,10,,,2023-12-11,
7117,maths mastery year 2,us,,,,,,,,30,,,2020-02-18,
7118,ia mathe,us,,,,,,,,10,,,2024-10-25,
7119,maths games for reception,us,,,,,,,,80,,,2020-04-20,"Informational,Non-branded,Non-local"
7120,algebra 3/4 tutoring near me,us,,,,,,,,,,,2020-01-11,
7121,how to do times fractions,us,,,,,,,,10,,,2016-11-15,
7122,easy tutor login,us,,,,,,,,50,,,2021-03-05,
7123,french 3 tutoring near me,us,,,,,,,,,,,2020-01-13,
7124,spacex kids program,us,,,,,,,,,,,2020-08-04,
7125,computational problem solving tutors,us,,,,,,,,,,,2020-01-20,
7126,how much does tutor time pay,us,,,,,,,,,,,2016-05-18,"Informational,Branded,Non-local"
7127,mathematics units of work,us,,,,,,,,70,,,2022-12-15,"Informational,Non-branded,Non-local"
7128,best way to teach mathematics,us,,,,,,,,10,,,2020-07-26,"Informational,Non-branded,Non-local"
7129,ai learning tutor,us,,,,,,,,10,,,2023-09-01,
7130,ipad for kids price,us,,,,,,,,150,,,2018-01-12,
7131,ai-powered english tutor app,us,,,,,,,,10,,,2024-12-31,
7132,how to find a maths tutor,us,,,,,,,,10,,,2020-02-24,"Informational,Non-branded,Non-local"
7133,how do you say joshua in spanish,us,0,,,,joshua en español,2025-05-17 03:02:05,"AI overview,People also ask,Sitelinks",10,20,20,2015-12-06,"Informational,Non-branded,Non-local"
7134,maths question for kids,us,,,,,,,,100,,,2020-06-07,"Informational,Non-branded,Non-local"
7135,14 tables math,us,,,,,,,,400,,,2020-02-04,"Informational,Non-branded,Non-local"
7136,best website for math tutoring,us,,,,,,,,,,,2021-07-16,
7137,best maths teacher online,us,,,,,,,,40,,,2021-03-20,
7138,math foundation tutors,us,,,,,,,,10,,,2020-01-11,
7139,ai tutor maths,us,,,,,,,,20,,,2022-03-04,
7140,elon apk,us,,,,,,,,10,,,2024-12-06,
7141,elon musk home school,us,,,,,,,,10,,,2020-05-06,
7142,maths tutor rates per hour,us,,,2.00,,,,,10,,,2020-01-15,"Informational,Non-branded,Non-local"
7143,as level maths online tutor,us,,,,,,,,10,,,2025-02-07,
7144,best way to tutor math online,us,,,,,,,,10,,,2016-01-15,
7145,flash cards french,us,,,,,french vocab flashcards,,,20,,,2016-03-01,"Informational,Non-branded,Non-local"
7146,free tutor math,us,,,,,,,,,,,2020-04-29,
7147,how much are tutors for math,us,,,,,,,,,,,2017-06-21,
7148,maths project front page design,us,,,,,,,,1200,,,2020-02-20,
7149,best games for kids ages 4-8,us,,,,,,,,,,,2025-02-14,
7150,11th grade math tutoring near me,us,,,,,,,,10,,,2020-01-15,
7151,free ai astro,us,,,,,,,,60,,,2024-07-04,
7152,learning video games for toddlers,us,,,,,,,,,,,2016-05-26,"Informational,Commercial,Non-branded,Non-local"
